http://www.mouser.com/ProductDetail/Murata-Electronics/GRM188R71H103KA01D/?qs=sGAEpiMZZMukHu%252bjC5l7YSAb7tgVbnqeWRKswxfJ8JM%3d,Murata-Electronics,GRM188R71H103KA01D
http://www.mouser.com/ProductDetail/Yageo/RT0805BRD0710K1L/?qs=sGAEpiMZZMukHu%252bjC5l7YUXXUnge9kdJx%252bOKD2K70xw%3d,Yageo,RT0805BRD0710K1L
http://www.mouser.com/ProductDetail/Yageo/RC0603FR-07180KL/?qs=%2fha2pyFaduhXXNW8qwNUNqxDFlyAHm3Br1Zvw4fp5EIHp7sX63lBWA%3d%3d,Yageo,RC0603FR-07180KL
http://www.mouser.com/ProductDetail/Murata-Electronics/GRM188R71H104KA93D/?qs=sGAEpiMZZMukHu%252bjC5l7YeF4GmFrYIwyg%2fAlQObUl7U%3d,Murata-Electronics,GRM188R71H104KA93D
http://www.mouser.com/ProductDetail/Murata-Electronics/GCM1885C1H101JA16D/?qs=sGAEpiMZZMtEZV4pKngjOclZwNbHX%252bWX,Murata-Electronics,GCM1885C1H101JA16D
http://www.mouser.com/ProductDetail/Murata/GRM033R71C332KA88D/?qs=%2fha2pyFaduiG1IarW8zyNTc7MZVzjCr%2fdzaSB6q1GqPx%2fruSDZboAg%3d%3d,Murata,GRM033R71C332KA88D
http://www.mouser.com/ProductDetail/Panasonic/ERJ-2RKF1003X/?qs=sGAEpiMZZMtlubZbdhIBIHcx2Q2RnT7K1YMPDp9rJM8%3d,Panasonic,ERJ-2RKF1003X
http://www.mouser.com/ProductDetail/Yageo/RC0402FR-0710KL/?qs=sGAEpiMZZMtlubZbdhIBIPp9I5DmXL4oTFYHT01xAts%3d,Yageo,RC0402FR-0710KL
http://www.mouser.com/ProductDetail/Murata-Electronics/GRM216R71H103KA01D/?qs=sGAEpiMZZMukHu%252bjC5l7YeFyvADNVKkKzSKYpiU1NfE%3d,Murata-Electronics,GRM216R71H103KA01D
http://www.mouser.com/ProductDetail/AVX/06035A100FAT2A/?qs=sGAEpiMZZMvsSlwiRhF8qoLJPdUUh17qnDBeWqs4N30%3d,AVX,06035A100FAT2A
http://www.mouser.com/ProductDetail/Murata-Electronics/GRM21BR61A106KE19L/?qs=sGAEpiMZZMs0AnBnWHyRQFMEm91eSBbsZDDMupNlSWY%3d,Murata-Electronics,GRM21BR61A106KE19L
http://www.mouser.com/ProductDetail/Murata-Electronics/GRM21BR71A106KE51L/?qs=sGAEpiMZZMs0AnBnWHyRQHfJxnYD9SALfEbnxqkxJts%3d,Murata-Electronics,GRM21BR71A106KE51L
http://www.mouser.com/ProductDetail/Panasonic/ERJ-2RKF1503X/?qs=sGAEpiMZZMtlubZbdhIBILWcrV%252bWBYJCqVGfqqLtGKQ%3d,Panasonic,ERJ-2RKF1503X
http://www.mouser.com/ProductDetail/TDK/C2012X5R1C226K125AC/?qs=NRhsANhppD9w%2fLQbaDeqVw%3d%3d,TDK,C2012X5R1C226K125AC
http://www.mouser.com/ProductDetail/Vishay/TNPW08051K00BEEA/?qs=sGAEpiMZZMu61qfTUdNhGxJRuluY1gSVfDxZOpdbf08%3d,Vishay,TNPW08051K00BEEA
http://www.mouser.com/ProductDetail/Panasonic/ERJ-2RKF1001X/?qs=sGAEpiMZZMtlubZbdhIBIHcx2Q2RnT7KmxXeXdcMsdM%3d,Panasonic,ERJ-2RKF1001X
http://www.mouser.com/ProductDetail/Murata-Electronics/GRM21BR71C105KA01L/?qs=sGAEpiMZZMukHu%252bjC5l7YYoOkyMzNbdsUgA14Sv6T2s%3d,Murata-Electronics,GRM21BR71C105KA01L
http://www.mouser.com/ProductDetail/Murata-Electronics/GRM21BR61A226ME51L/?qs=sGAEpiMZZMukHu%252bjC5l7YUe92hCYDkEDz43ZxBUe3ck%3d,Murata-Electronics,GRM21BR61A226ME51L
http://www.mouser.com/ProductDetail/Central-Semiconductor/2N3904/?qs=sGAEpiMZZMutncetXCRkfoW1QkrbVyPn,Central-Semiconductor,2N3904
http://www.mouser.in/ProductDetail/AVX/TAJB475K025RNJ/?qs=sGAEpiMZZMuEN2agSAc2pmRv4r8cj6yF30b5XYMwyms%3d,AVX,TAJB475K025RNJ
http://www.mouser.com/ProductDetail/US-Sensor/PS103J2/?qs=%2fha2pyFaduimBDy7BrrWd4dtFiS4b91KISM82U626OE%3d,US-Sensor,PS103J2
http://www.mouser.com/ProductDetail/Vishay/TNPW06031K50BEEA/?qs=sGAEpiMZZMvdGkrng054t%252bPZDYtCzF2JauVei02XmJE%3d,Vishay,TNPW06031K50BEEA
http://www.mouser.com/ProductDetail/Panasonic/ERJ-2RKF7502X/?qs=sGAEpiMZZMtlubZbdhIBIEpCgapuOP%252boBBOaV7iwOqE%3d,Panasonic,ERJ-2RKF7502X
http://www.mouser.com/ProductDetail/Atmel/ATXMEGA256A3BU-AU/?qs=sGAEpiMZZMvqv2n3s2xjsfaJlz1gLms6IlZohWgjY2E%3d,Atmel,ATXMEGA256A3BU-AU
http://www.mouser.com/ProductDetail/Taiyo-Yuden/BK0603HS330-T/?qs=%2fha2pyFadugJFQ17DbhW3iUjqVmb4fxhw1jgIg5%2fgvas%252b1HCg5aQjg%3d%3d,Taiyo-Yuden,BK0603HS330-T
http://www.mouser.com/ProductDetail/Murata/BLM21AG102SN1D/?qs=%2fha2pyFadujKr3bUKlE72yCD3HWN3RynEAmUNSXB%252b5b8Y4S04ofn9g%3d%3d,Murata,BLM21AG102SN1D
http://www.mouser.com/ProductDetail/FTDI/FT232RL-REEL/?qs=sGAEpiMZZMs5ceO8zL%252bTxyQLQIH6hE7q,FTDI,FT232RL-REEL
https://www.alibaba.com/product-detail/New-original-HT1622-64-optimal-price_60000763078.html,not a mouser part
http://www.digikey.com/product-detail/en/linear-technology/LTC2983ILX-PBF/LTC2983ILX-PBF-ND/5030747,not a mouser part
http://www.mouser.com/ProductDetail/Maxim-Integrated/MAX6818EAP+T/?qs=sGAEpiMZZMunEhqKs81nFJU%2flPixIJn0pZSUYXloLiI%3d,Maxim-Integrated,MAX6818EAP+T
http://www.mouser.com/ProductDetail/Epson-Timing/MC-306-327680K-E3ROHS/?qs=sGAEpiMZZMsBj6bBr9Q9aZLqXgWtLYAXFtesQCSVD9E%3d,Epson-Timing,MC-306-327680K-E3ROHS
http://www.mouser.com/ProductDetail/Kycon/KMMX-BSMT5SB-30TR/?qs=sGAEpiMZZMvlX3nhDDO4ANBN4PfRAcDkc0Wzqn2l1Ko%3d,Kycon,KMMX-BSMT5SB-30TR
http://www.mouser.com/ProductDetail/ON-Semiconductor/MMBT5551LT1G/?qs=sGAEpiMZZMshyDBzk1%2fWi%2fPUgtclNldlWzi2evC09VI%3d,ON-Semiconductor,MMBT5551LT1G
http://www.mouser.com/ProductDetail/Texas-Instruments/LMZ21701SILT/?qs=sGAEpiMZZMtp5ziQ9mm%252bAqqs1Lsx8XN9LLwktlDsnYE%3d,Texas-Instruments,LMZ21701SILT
http://www.mouser.com/ProductDetail/NXP/PESD3V3L2BT215/?qs=%2fha2pyFaduiEnsVbQJ2H%252bbngrEk3pVCgSrvuQ8zY%252bItR7szjj%252beiTw%3d%3d,NXP,PESD3V3L2BT215
http://www.mouser.com/ProductDetail/NXP/PRTR5V0U2X215/?qs=%2fha2pyFaduhjK006p0DWban0sJpXTm6g8qUL9iaISleq36ASboIT0Q%3d%3d,NXP,PRTR5V0U2X215
http://www.mouser.com/ProductDetail/Molex/47352-1001/?qs=sGAEpiMZZMuJakaoiLiBpqoYXsE4YrD3r%2fU0grh%2fJ8Q%3d,Molex,47352-1001
http://www.omega.com/pptst/PCC-OST-SMP.html,not a mouser part
http://www.mouser.com/ProductDetail/Panasonic/ERJ-3EKF23R2V/?qs=sGAEpiMZZMvdGkrng054tx7%2f6%252bNA3LAJvLQ2Mp6yHZo%3d,Panasonic,ERJ-3EKF23R2V
http://www.mouser.com/ProductDetail/CUI-Inc/CMI-9653S-SMT-TR/?qs=%2fha2pyFaduhkOCXzcX7TT9hkqXWD0AV6vDZN%2fXA6WB181QnjThNrQg%3d%3d,CUI-Inc,CMI-9653S-SMT-TR
http://www.mouser.com/ProductDetail/Murata-Electronics/GRM21BR71H105KA12L/?qs=sGAEpiMZZMvsSlwiRhF8qqDvUs8Zl92XGSoQBsETPmE%3d,Murata-Electronics,GRM21BR71H105KA12L
http://www.mouser.com/ProductDetail/Taiyo-Yuden/JMK212BJ226KG-T/?qs=%2fha2pyFaduhF%252bCPCY2ZgvJ51ADalcpgetaWsMwn4gEJyiIWuOdYf6g%3d%3d,Taiyo-Yuden,JMK212BJ226KG-T
http://www.mouser.com/ProductDetail/Vishay/CRCW0402562KFKED/?qs=sGAEpiMZZMu61qfTUdNhG2DpbjADlD3Goo9v3%252b8%252b0lA%3d,Vishay,CRCW0402562KFKED
http://www.mouser.com/ProductDetail/Texas-Instruments/TPS3710DDCT/?qs=sGAEpiMZZMunEhqKs81nFH4u7UqxfJ4JoX0Fl1x0Jz0%3d,Texas-Instruments,TPS3710DDCT
http://www.mouser.com/ProductDetail/Yageo/RC0603FR-072M7L/?qs=sGAEpiMZZMu61qfTUdNhG6gKAQVNBKOo8RpCCI7aaJs%3d,Yageo,RC0603FR-072M7L
http://www.mouser.com/ProductDetail/Panasonic/ERA-3AEB304V/?qs=sGAEpiMZZMtlubZbdhIBIL4V13uNHvOAMmsB5g9RJDo%3d,Panasonic,ERA-3AEB304V
http://www.mouser.com/ProductDetail/Yageo/RC0603FR-073M9L/?qs=sGAEpiMZZMu61qfTUdNhG6gKAQVNBKOoh%252bp6EO80vB4%3d,Yageo,RC0603FR-073M9L
http://www.mouser.com/ProductDetail/Toshiba/CRS08TE85LQM/?qs=sGAEpiMZZMtQ8nqTKtFS%2fNfUW%2fsunYgXakqDsgPe2Ro%3d,Toshiba,CRS08TE85LQM
http://www.digikey.com/products/en?keywords=1.14002.111,not a mouser part
"From Suzhou Unear Electronic co.,Ltd",not a mouser part
"From Suzhou Unear Electronic co.,Ltd",not a mouser part
"From Thermosense Ltd, Eton House, Eton Way North, Radcliffe, Manchester, M26 2ZT",not a mouser part
http://www.mouser.com/ProductDetail/Texas-Instruments/OPA369AIDCKR/?qs=sGAEpiMZZMtCHixnSjNA6IxPbzBy06fEztv7HOvkrDc%3d,Texas-Instruments,OPA369AIDCKR
,not a mouser part
http://www.mouser.com/ProductDetail/TE-Connectivity/1-1734592-2/?qs=%2fha2pyFadugOelsATmlGEG0CK6ZWQEyr5noDEEV72GUNabDtokUF5g%3d%3d,TE-Connectivity,1-1734592-2
or,not a mouser part
http://www.mouser.com/ProductDetail/TE-Connectivity-AMP/1-84953-2/?qs=sGAEpiMZZMudZehw8RjeZbcpXW7ZQTok,TE-Connectivity-AMP,1-84953-2
